perspective,item,Blender_1,Blender_2,Coffee maker_1,Coffee maker_2,Desk lamp_1,Desk lamp_2,Kettle_1,Kettle_2,Photo Frame_1,Photo Frame_2,Radio_1,Radio_2,Sandwich maker_1,Sandwich maker_2,Sleeping bag_1,Sleeping bag_2,Table Fan_1,Table Fan_2,Toaster_1,Toaster_2,choices_1,choices_2,choices_diff,decision,forced_decision,prior,Chicken wings_1,Chicken wings_2,French fries_1,French fries_2,Fried chicken_1,Fried chicken_2,Grilled Cheeses_1,Grilled Cheeses_2,Hamburgers_1,Hamburgers_2,Mashed potatoes_1,Mashed potatoes_2,Pasta_1,Pasta_2,Pizza_1,Pizza_2,Salad_1,Salad_2,Sushi_1,Sushi_2,Apple_1,Apple_2,Banana_1,Banana_2,Cherry_1,Cherry_2,Kiwi_1,Kiwi_2,Mango_1,Mango_2,Orange_1,Orange_2,Papaya_1,Papaya_2,Pineapple_1,Pineapple_2,Strawberry_1,Strawberry_2,Watermelon_1,Watermelon_2
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Orange,0,Orange,Pineapple,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Orange,0,Pineapple,Pineapple,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,7.0,7.0,6.0,10.0,9.0,8.0,8.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Orange,0,Orange,Orange,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Orange,0,Pineapple,Orange,without,,,,,,,,,,,,,,,,,,,,,10.0,8.0,9.0,7.0,8.0,9.0,7.0,6.0,10.0,10.0,8.0,9.0,7.0,5.0,8.0,7.0,10.0,10.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Cherry,1,Cherry,Banana,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Cherry,1,Banana,Banana,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,7.0,7.0,8.0,10.0,10.0,8.0,8.0,7.0,6.0,8.0,8.0,10.0,10.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Cherry,1,Cherry,Cherry,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Cherry,1,Banana,Cherry,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,9.0,7.0,7.0,10.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,9.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Papaya,2,Banana,Banana,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Papaya,2,Banana,Banana,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,7.0,7.0,8.0,10.0,10.0,8.0,8.0,7.0,6.0,8.0,8.0,10.0,10.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Papaya,2,Banana,Papaya,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Papaya,2,Banana,Papaya,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,7.0,7.0,9.0,10.0,10.0,8.0,9.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Kiwi,2,Banana,Banana,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Kiwi,2,Banana,Banana,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,7.0,7.0,6.0,10.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,10.0,10.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Kiwi,2,Banana,Kiwi,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Banana,Kiwi,2,Banana,Kiwi,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,7.0,7.0,9.0,10.0,10.0,8.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Sandwich maker,Blender,0,Blender,Sandwich maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,9.0,5.0,7.0,7.0,8.0,6.0,6.0,4.0,5.0,8.0,10.0,3.0,4.0,7.0,8.0,6.0,7.0,Sandwich maker,Blender,0,Sandwich maker,Sandwich maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,0.0,3.0,3.0,7.0,7.0,6.0,6.0,Sandwich maker,Blender,0,Blender,Blender,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,9.0,5.0,8.0,7.0,8.0,6.0,7.0,4.0,6.0,8.0,6.0,3.0,5.0,7.0,5.0,6.0,4.0,Sandwich maker,Blender,0,Sandwich maker,Blender,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,10.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Table Fan,Kettle,0,Kettle,Table Fan,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,8.0,5.0,7.0,7.0,9.0,6.0,6.0,4.0,5.0,8.0,7.0,3.0,3.0,7.0,10.0,6.0,6.0,Table Fan,Kettle,0,Table Fan,Table Fan,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,10.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Table Fan,Kettle,0,Kettle,Kettle,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,5.0,7.0,9.0,6.0,5.0,4.0,5.0,8.0,7.0,3.0,5.0,7.0,7.0,6.0,8.0,Table Fan,Kettle,0,Table Fan,Kettle,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,10.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Blender,Kettle,1,Kettle,Blender,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,9.0,5.0,7.0,7.0,8.0,6.0,8.0,4.0,6.0,8.0,7.0,3.0,5.0,7.0,7.0,6.0,8.0,Blender,Kettle,1,Blender,Blender,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,10.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Blender,Kettle,1,Kettle,Kettle,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,7.0,7.0,10.0,6.0,8.0,4.0,5.0,8.0,7.0,3.0,6.0,7.0,8.0,6.0,8.0,Blender,Kettle,1,Blender,Kettle,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Blender,Table Fan,1,Table Fan,Blender,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,9.0,5.0,7.0,7.0,8.0,6.0,5.0,4.0,6.0,8.0,7.0,3.0,6.0,7.0,8.0,6.0,8.0,Blender,Table Fan,1,Blender,Blender,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,0.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,10.0,6.0,6.0,Blender,Table Fan,1,Table Fan,Table Fan,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,0.0,9.0,8.0,5.0,5.0,7.0,7.0,6.0,3.0,4.0,6.0,8.0,4.0,3.0,2.0,7.0,10.0,6.0,9.0,Blender,Table Fan,1,Blender,Table Fan,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Coffee maker,Blender,1,Blender,Coffee maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,7.0,7.0,8.0,6.0,5.0,4.0,6.0,8.0,7.0,3.0,4.0,7.0,6.0,6.0,8.0,Coffee maker,Blender,1,Coffee maker,Coffee maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Coffee maker,Blender,1,Blender,Blender,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,9.0,5.0,7.0,7.0,8.0,6.0,6.0,4.0,5.0,8.0,4.0,3.0,3.0,7.0,2.0,6.0,1.0,Coffee maker,Blender,1,Coffee maker,Blender,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Coffee maker,Sleeping bag,6,Coffee maker,Coffee maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,7.0,7.0,8.0,6.0,5.0,4.0,6.0,8.0,7.0,3.0,6.0,7.0,8.0,6.0,8.0,Coffee maker,Sleeping bag,6,Coffee maker,Coffee maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,10.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Coffee maker,Sleeping bag,6,Coffee maker,Sleeping bag,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,7.0,7.0,8.0,6.0,5.0,4.0,6.0,8.0,7.0,3.0,9.0,7.0,8.0,6.0,7.0,Coffee maker,Sleeping bag,6,Coffee maker,Sleeping bag,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Sandwich maker,Sleeping bag,5,Sleeping bag,Sandwich maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,8.0,7.0,9.0,6.0,7.0,4.0,6.0,8.0,10.0,3.0,7.0,7.0,8.0,6.0,8.0,Sandwich maker,Sleeping bag,5,Sleeping bag,Sandwich maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Sandwich maker,Sleeping bag,5,Sleeping bag,Sleeping bag,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,8.0,7.0,8.0,6.0,7.0,4.0,7.0,8.0,6.0,3.0,9.0,7.0,8.0,6.0,8.0,Sandwich maker,Sleeping bag,5,Sleeping bag,Sleeping bag,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Coffee maker,Radio,5,Coffee maker,Coffee maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,7.0,7.0,8.0,6.0,5.0,4.0,6.0,8.0,7.0,3.0,5.0,7.0,8.0,6.0,8.0,Coffee maker,Radio,5,Coffee maker,Coffee maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Coffee maker,Radio,5,Coffee maker,Radio,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,8.0,7.0,9.0,6.0,7.0,4.0,10.0,8.0,8.0,3.0,6.0,7.0,9.0,6.0,8.0,Coffee maker,Radio,5,Coffee maker,Radio,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Blender,Sleeping bag,5,Blender,Blender,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,9.0,5.0,8.0,7.0,8.0,6.0,7.0,4.0,6.0,8.0,6.0,3.0,5.0,7.0,5.0,6.0,5.0,Blender,Sleeping bag,5,Blender,Blender,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,0.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Blender,Sleeping bag,5,Blender,Sleeping bag,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,9.0,5.0,7.0,7.0,8.0,6.0,5.0,4.0,6.0,8.0,5.0,3.0,10.0,7.0,8.0,6.0,7.0,Blender,Sleeping bag,5,Blender,Sleeping bag,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Table Fan,Sleeping bag,4,Table Fan,Table Fan,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,10.0,9.0,10.0,5.0,8.0,7.0,8.0,6.0,6.0,4.0,7.0,8.0,7.0,3.0,6.0,7.0,10.0,6.0,8.0,Table Fan,Sleeping bag,4,Table Fan,Table Fan,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,8.0,9.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,Table Fan,Sleeping bag,4,Table Fan,Sleeping bag,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,object,8.0,0.0,9.0,8.0,5.0,5.0,7.0,7.0,6.0,3.0,4.0,6.0,8.0,4.0,3.0,10.0,7.0,6.0,6.0,9.0,Table Fan,Sleeping bag,4,Table Fan,Sleeping bag,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Fried chicken,0,Fried chicken,Hamburgers,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Fried chicken,0,Hamburgers,Hamburgers,without,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,10.0,6.0,6.0,7.0,8.0,10.0,9.0,5.0,5.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Fried chicken,0,Fried chicken,Fried chicken,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Fried chicken,0,Hamburgers,Fried chicken,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,7.0,8.0,8.0,6.0,8.0,7.0,9.0,10.0,9.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Pasta,Grilled Cheeses,0,Grilled Cheeses,Pasta,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,10.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Pasta,Grilled Cheeses,0,Pasta,Pasta,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,7.0,10.0,10.0,9.0,5.0,5.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Pasta,Grilled Cheeses,0,Grilled Cheeses,Grilled Cheeses,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,10.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Pasta,Grilled Cheeses,0,Pasta,Grilled Cheeses,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,10.0,8.0,9.0,6.0,8.0,7.0,8.0,10.0,9.0,5.0,5.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Fried chicken,1,Fried chicken,French fries,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Fried chicken,1,Fried chicken,French fries,without,10.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,9.0,6.0,7.0,7.0,8.0,10.0,10.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Fried chicken,1,Fried chicken,Fried chicken,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Fried chicken,1,Fried chicken,Fried chicken,without,10.0,10.0,9.0,8.0,8.0,9.0,7.0,7.0,8.0,9.0,6.0,7.0,7.0,8.0,10.0,10.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Hamburgers,1,Hamburgers,French fries,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Hamburgers,1,Hamburgers,French fries,without,10.0,10.0,9.0,10.0,8.0,9.0,7.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,10.0,6.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Hamburgers,1,Hamburgers,Hamburgers,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Hamburgers,1,Hamburgers,Hamburgers,without,10.0,10.0,9.0,8.0,8.0,9.0,7.0,7.0,8.0,10.0,6.0,7.0,7.0,9.0,10.0,10.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Grilled Cheeses,1,Fried chicken,Fried chicken,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Grilled Cheeses,1,Fried chicken,Fried chicken,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,10.0,9.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Grilled Cheeses,1,Fried chicken,Grilled Cheeses,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,10.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Grilled Cheeses,1,Fried chicken,Grilled Cheeses,without,10.0,8.0,9.0,9.0,8.0,10.0,7.0,7.0,8.0,9.0,6.0,7.0,7.0,8.0,10.0,9.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Sushi,5,Sushi,French fries,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Sushi,5,French fries,French fries,without,10.0,10.0,9.0,10.0,8.0,9.0,7.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,10.0,6.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Sushi,5,Sushi,Sushi,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,French fries,Sushi,5,French fries,Sushi,without,10.0,10.0,9.0,8.0,8.0,9.0,7.0,7.0,8.0,9.0,6.0,7.0,7.0,8.0,10.0,9.0,5.0,6.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Sushi,4,Hamburgers,Hamburgers,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Sushi,4,Hamburgers,Hamburgers,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,10.0,6.0,7.0,7.0,8.0,10.0,9.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Sushi,4,Hamburgers,Sushi,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Sushi,4,Hamburgers,Sushi,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,9.0,10.0,10.0,5.0,6.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Sushi,4,Fried chicken,Fried chicken,with,10.0,10.0,9.0,9.0,8.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Sushi,4,Fried chicken,Fried chicken,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
roleplay,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Sushi,4,Fried chicken,Sushi,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
